prestador_codigo,prestador_nome,_provider_ranking_id,especialidade,avg_cost_before,avg_cost_after,amount_of_contact,contact_score,rank_position,patient_by_month,claim_per_capita,average_paid_by_month,rate_atendimento_domiciliar,rate_terapias,rate_pronto_socorro,rate_exames_ambulatoriais,rate_consulta,rate_internacao,_provider_id,no_fantasia,no_razao_social,no_municipio,co_sigla_estado,no_bairro,co_cep,no_logradouro,nu_endereco,no_complemento,nu_telefone,no_email,tipo_estabelecimento
45398146000175,UNIDADE DE RADIOLOGIA CLINICA S/C LTDA,3a3e28c0a2ec1eca2f387098a072e128,MÉDICO CLÍNICO,6163.97,893.67,125,6.897,181,17.55,335.97,6485.7382608695643,,,,1,,,5fd3ae6ad443929ad065e95764a12148,URC DIAGNOSTICOS MEDICOS,UNIDADE DE RADIOLOGIA CLINICA LTDA,SAO JOSE DOS CAMPOS,SP,VILA ADYANA,12243830,RUA TEOPOMPO DE VASCONCELOS,245,"",(12)3923-5730,ADMINISTRACAO@URC.COM.BR; URC@URC.COM.BR,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
83367342000767,Hospital Adventista de Manaus,1e7af79c0b3448416e50afba32c0c8d2,MÉDICO CLÍNICO,3283.54,483.53,332,6.791,182,216,1449.24,97145.65,,0.002,0.047,0.813,0.093,0.045,014eb19f6e09fbb87e89882f591b0ea1,HOSPITAL ADVENTISTA DE MANAUS,ASSOCIACAO ADVENTISTA NORTE BRAS DE PREV E ASSIST A SAUDE,MANAUS,AM,DISTRITO INDUSTRIAL,69075351,AV GOVERNADOR DANILO AREOSA,0139,"",(92)21232585,relacionamentocomercial@ham.org.br,
13356779000124,REDE PRIMAVERA - ASSISTENCIA MEDICA HOSPITALAR,716faeaac42d6a762ddf3dfe16bf7840,MÉDICO CLÍNICO,7085.81,1055.01,1102,6.716,183,472.08,871.4,220580.44200000013,,,0.051,0.841,0.023,0.086,08bcb3d694d780bb452cac18b7b9d030,REDE PRIMAVERA HOSPITAL PRIMAVERA,REDE PRIMAVERA ASSISTENCIA MEDICA HOSPITALAR LTDA,ARACAJU,SE,JARDINS,49026010,MINISTRO GERALDO BARRETO SOBRAL,2277,"",79 21074621,contabil@diagnosenet.com. br,
58213380000122,HOSPITAL SAO LUCAS LTDA,c7db8af7345a786b4aa19bf7522fda6e,MÉDICO CLÍNICO,4910.91,742,177,6.618,184,50.31,389.35,12459.259230769232,,0.004,0.204,0.67,0.007,0.115,40f56a1c5d65958aa6d9c761b672fe5f,HOSPITAL SAO LUCAS DE SANTOS,HOSPITAL SAO LUCAS DE SANTOS LTDA,SANTOS,SP,VILA BELMIRO,11060000,AVENIDA DONA ANA COSTA,168,"",(13)2102-5000,saolucas@saolucas.com.br,
66499658000106,ANGIOCORPORE INT MED CARD ,74ffbce67e27d13c673e26b3a6549ce5,MÉDICO CLÍNICO,6303.21,967.88,180,6.512,185,47.74,514.74,15461.398888888889,,0.005,,0.644,0.294,0.057,1c10c81121d5768bae149deedcb5a270,ANGIOCORPORE UNIDADE 03,ANGIOCORPORE INSTITUTO DE MEDICINA CARDIOVASCULAR LTDA,SANTOS,SP,GONZAGA,11060003,AVENIDA DONA ANA COSTA,361,CJ 33 34,(13) 3208-0800,monica.matos@angiocorpore,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
01507901000137,INSTITUTO DO CORACAO DE NATAL LTDA,bc1e2c93d95e2da941386e9ccd8abeba,MÉDICO CLÍNICO,9799.27,1508.46,135,6.496,186,29.16,416.64,9061.9774999999972,,,,0.53,0.47,,e3caea48c877e9544503f9ae50641f92,INCOR NATAL,INSTITUTO DO CORACAO DE NATAL LTDA,NATAL,RN,TIROL,59020100,AFONSO PENA,754,ANDAR 01,84 3204-0350,adm@incornatal.com.br,
40294225000201,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MEDICO,a3bdad8986b965f3faf209e94cd275d0,MÉDICO CLÍNICO,3226.29,497.77,258,6.481,187,76.52,574.78,30308.353076923078,,0,0.243,0.697,,0.059,413367a4d5bb8d80852387aee1299f87,HOSPITAL UNIMED,UNIMED CAMPOS COOPERATIVA TRABALHO MEDICO,CAMPOS DOS GOYTACAZES,RJ,PQ ROSARIO,28027142,RUA VISCONDE DE ITABORAI,347,"",22 21010650,"",
14373815000120,HOSPITAL DA CLIMA CLINICA MARIA ALBANO LTDA,534e560003c87bd256f6f2fcb8919405,MÉDICO CLÍNICO,6220.95,969.96,114,6.414,188,113.25,1038.47,36554.1264,,0,0.029,0.835,0.136,,cf1d0d2e0ef981cbf270341514433e78,CLIMA,HOSPITAL DA CLIMA CLINICA MARIA ALBANO LTDA,CANDEIAS,BA,PITANGA,43810271,RUA DESEMBARGADOR TEIXEIRA DE FREITAS,10,"",7133111921,roberto@hospclima.com.br,
05469172000122,Hba S a Assistencia Medica e Hospitalar,e7d7871ab3dff731630afa119bb397d2,MÉDICO CLÍNICO,15498.4,2464.92,226,6.288,189,39.23,1894.11,67907.468518518508,,0,0.021,0.867,0,0.112,f6504a1021259c190b780f688dfefbef,HOSPITAL DA BAHIA,HBA S A ASSISTENCIA MEDICA E HOSPITALAR,SALVADOR,BA,PITUBA,41810011,AVENIDA PROFESSOR MAGALHAES NETO,1541,"",(71) 2109-1000,hospitaldabahia@hospitaldabahia.com.br,
15142474000145,LABORATORIO SPALAZANNI,6bd3f7ecc604bb15921771ef7b394b26,MÉDICO CLÍNICO,5778.78,937.27,317,6.166,190,99.8,471.61,26363.270333333337,,,,1,,,34c45798e56858f0f876dede3937b83d,LABORATORIO SPALAZANNI,LABORATORIO DE ANALISES CLINICAS SPALAZANNI LTDA,SALVADOR,BA,IMBUI,41820000,AV LUIS VIANA,2112,"",(71) 3362-8923,spalazanni@spalazanni.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
33917568000120,SISTEMA DE SAUDE SANTA HELENA,e11117c23827e32c16fb9dfdf7a269bb,MÉDICO CLÍNICO,4625.68,750.54,184,6.163,191,60.5,644.92,20637.300322580646,,0,0.03,0.845,0.102,0.023,816f85d6daa4d6114ad274dba58c5619,HOSPITAL SANTA HELENA,CLINICA SANTA HELENA LTDA,CAMACARI,BA,CAMACARI DE DENTRO,42806040,AVENIDA CONCENTRICA,09,"",713622 7555,"",
08147477000106,HOSPITAL AGNUS DEI LTDA,00d5b65a0f5fcaaa0ef505619a3bbc0b,MÉDICO CLÍNICO,13911.26,2259.59,154,6.157,192,117.52,1263.02,49358.9484,,0.001,0.071,0.77,0.092,0.065,06846cf435afe63d580fbf012809b5aa,HOSPITAL AGNUS DEI,HOSPITAL AGNUS DEI LTDA,CATU,BA,CENTRO,48110000,PRACA LOURENCO OLIVIERI,43,PREDIO,(71)36418250,monica.veloso@hospitalagnusdei.com.br,
61486650023477,LABPASTEUR-DIAGNOSTICO AMERICA S,a0b5a2cce2be711d4e3e77536c32066a,MÉDICO CLÍNICO,2984.24,485.57,371,6.146,193,104.41,441.06,27182.47962962963,,,,1,,,a4ac8be72fbe314fa0a1f6c2ff691114,LABPASTEUR,DIAGNOSTICOS DA AMERICA S A,FORTALEZA,CE,MEIRELES,60160230,AV DOM LUIZ,1233,TERRO 1 AND E SL 7,34626043,"",CLINICA/CENTRO DE ESPECIALIDADE
27372066000169,Hospital Sao Rafael Sa,6d6a0a0bc2bfde0c57e9656aa5c0b9cb,MÉDICO CLÍNICO,10157.96,1694.91,1653,5.993,194,669.29,1898.61,458459.59735294117,,0.001,0.017,0.804,0.061,0.118,f3f7621a92e0e0f3df5e619a803fd245,HOSPITAL SAO RAFAEL,HOSPITAL SAO RAFAEL S A,SALVADOR,BA,SAO MARCOS,41253190,SAO RAFAEL,2152,1 SUBSOLO,71 32816151,alfredomartini@terra.com.br,
47192752000165,CEMA HOSPITAL ESPECIALIZADO LIMITADA,4663c736a3de6b59da63ceb512552d0c,MÉDICO CLÍNICO,3085.1,520.32,307,5.929,195,15,78.53,1038.9214583333332,,,0.237,0.011,0.752,,cd9a11fdb9b6d1240121bf9330e4245c,CEMA HOSP ESPEC,CEMA HOSPITAL ESPECIALIZADO LIMITADA,SAO PAULO,SP,QUARTA PARADA,03303000,RUA PADRE ADELINO,333,"",11 26024145,patriciasilva@cemahospital.com.br,
04728120000160,VITORIA APART IMAGEM LTDA,83744fa7ccee2c5bf7acf015e3603600,MÉDICO CLÍNICO,3647.34,649.34,100,5.617,196,26.04,79.72,1793.599090909091,,,,1,,,c3873d96b2cc874fb8c971f0157f362a,VITORIA APART IMAGEM LTDA,VITORIA APART IMAGEM LTDA,SERRA,ES,BOA VISTA II,29161001,ROD GOVERNADOR MARIO COVAS,591,ANEX VIT APARTHOSP,(27) 33485624,imagemadm@vah.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
39186697000172,INSTITUTO DIAGNOSTICO POR IMAGEM,8fb48f19c22ed8f93f187a7def6a4ab7,MÉDICO CLÍNICO,5840.2,1052.18,210,5.551,197,52.76,858.64,34059.215,,,,1,,,a6a487782e6ae436afde111b277cf429,CENTRO DA IMAGEM,INSTITUTO DIAGNOSTICO POR IMAGEM,CABO FRIO,RJ,CENTRO,28906290,PRACA TIRADENTES,143,"",(22)26472587,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
14656060000171,LPC LABORATORIO DE PATOLO,d56851f97609439dbdb653cb7168a654,MÉDICO CLÍNICO,4997.66,939.75,266,5.318,198,108.07,653.51,35507.185925925914,,,,1,,,b5835095f07d216224d618b61191212b,LPC,JOSE CARLOS CARNEIRO LIMA CIA LTDA,SALVADOR,BA,CHAME CHAME,40157150,AV CENTENARIO,54,"",(71) 3797-4951,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
09472754000119,LABORATORIO EMILIO RIBAS LTDA,f83d4cf42869d8380df23ee241513e36,MÉDICO CLÍNICO,3068.36,577.62,332,5.312,199,83.18,488.37,28948.758965517245,,,,1,,,bce7066bfef1aa90f948f8d473c43dc3,EMILIO RIBAS MEDICINA DIAGNOSTICA LTDA,EMILIO RIBAS MEDICINA DIAGNOSTICA LTDA,FORTALEZA,CE,MEIRELES,60120000,AV BARAO DE STUDART,722,730 754,(85)30671052,administrativo@emilioribas.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
15166416000151,REAL SOCIEDADE PORTUGUESA BENEF 16 DE SETEMBRO,869fefd0bcc0ebfe126a9fbfe8e92e6f,MÉDICO CLÍNICO,9131.87,1731.97,473,5.273,200,84.55,1687.33,118657.40709677422,,0.006,0.025,0.785,0.015,0.169,87481441e80f013700dd6710fec7dbb9,HOSPITAL PORTUGUES,REAL SOCIEDADE PORTUGUESA DE BENEFICIENCIA,SALVADOR,BA,BARRA AVENIDA,40140901,AV PRINCESA ISABEL,914,"",(71) 3203-5555,hospital@hportugues.com.br,
19571321000174,LAFE SERVICOS DIAGNOSTICOS LTDA,99aeba5e53b428ce740f2db6e0bcb871,MÉDICO CLÍNICO,4919.83,945.02,336,5.206,201,190.07,507.58,51924.006296296291,,,,1,,,0b099782a7b1e24f3569a259795440b5,LAFE SERVICOS DIAGNOSTICOS 0001 74,LAFE SERVICOS DIAGNOSTICOS LTDA,RIO DE JANEIRO,RJ,IPANEMA,22410000,RUA VISCONDE DE PIRAJA,106,APT 101 102 LOJA A,2125383600,ASSUNTOSREGULATORIOS@GRUPOFLEURY.COM.BR,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
19571321000174,LAFE SERVICOS DIAGNOSTICOS LTDA,99aeba5e53b428ce740f2db6e0bcb871,MÉDICO CLÍNICO,4919.83,945.02,336,5.206,201,190.07,507.58,51924.006296296291,,,,1,,,0b099782a7b1e24f3569a259795440b5,LAFE,LAFE SERVICOS DIAGNOSTICOS LTDA,NITEROI,RJ,ICARAI,24220041,RUA PRESIDENTE BACKER,178,PARTE,3590-9015,carreraponce@gmail.com,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
57482903000173,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA S/A,e9d89521bb30eada1dbdc773fa025cbe,MÉDICO CLÍNICO,2846.7,550.19,161,5.174,202,37.92,827.91,10644.563265306124,,0.005,0.037,0.74,0.131,0.088,4250c8c4dd2687f4528307c690635c62,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,SANTO ANDRE,SP,VILA ASSUNCAO,09030010,AV DR ERASMO,18,"",(11)49933805,jose.lima@hmcg.com.br,
58194622000188,SOCIEDADE PORTUGUESA DE BENEFICENCIA DE SANTOS,040d7d67ff821f17db9705e335d9985d,MÉDICO CLÍNICO,6693.78,1300.02,217,5.149,203,47.75,469.58,17861.460000000003,,0.004,0.088,0.875,0.006,0.027,23f9451c2365310bb33cc029df473cf8,HOSPITAL SANTO ANTONIO SANTOS,SOCIEDADE PORTUGUESA DE BENEFICENCIA,SANTOS,SP,VILA BELMIRO,11065910,AVENIDA DOUTOR BERNARDINO DE CAMPOS,47,"",(13)2102-3434,administracao@spb.org.br,
30742399000147,CASA DE SAUDE E MAT N S DE FATIMA DE N IGUACU LTDA,b169f4ebf682d585cbda518b1155c8ea,MÉDICO CLÍNICO,11012.44,2139.3,153,5.148,204,17.21,1201.43,26946.40321428571,,0.001,0.003,0.913,,0.084,a2ac053254e93bb4e4012b265dba49a2,CASA DE SAUDE NOSSA SENHORA DE FATIMA N IGUACU SA,CASA DE SAUDE E MAT NOSSA SENHORA DE FATIMA DE NOVA IGUACU,NOVA IGUACU,RJ,CENTRO,26255140,R CORONEL BERNARDINO DE MELO,1465,"",(21)2125-3115,csfatima@csfatima.com.br,
31004187000125,LABORATORIO BITTAR LTDA,2c7975e87470d3976a094d11329426fb,MÉDICO CLÍNICO,3743.14,766.79,191,4.882,205,63.72,466.95,18515.547826086953,,,,1,,,03a18fb5338bc01910e376049ddb7897,LABORATORIO BITTAR,LABORATORIO BITTAR LTDA,NITEROI,RJ,CENTRO,24020320,RUA DOUTOR BORMAN,43,LOJA 101 SOBRELOJA,(21)26216161,labittar@labittar.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
21195698000118,CENTRO DE DIAGNOSTICO CLAUDIO RAMOS LTDA,899d3b9942b7f6e7547096039296eaed,MÉDICO CLÍNICO,1799.4,372.24,136,4.834,206,32.08,707.26,18878.30884615385,,,,1,,0,bc46f93dc98497efda781f2e4a60774f,CEDIMAGEM,CENTRO DE DIAGNOSTICO CLAUDIO RAMOS LTDA,JUIZ DE FORA,MG,CENTRO,36010600,RUA PROF BENJAMIN COLUCCI,150,1 2 3 E 6,(32)3690-1037,dayse.carmo@cedimagem.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
12755732000170,CENTRO DE ANALISES CLIN E IMUNOL DE MOSSORO S/C,e6246e4df7ba89729ac4dec2ae004b44,MÉDICO CLÍNICO,1303.91,271.98,194,4.794,207,163.96,541.58,34209.948333333326,,,,0.871,,,b2b3f58d0b5ba7a09c5690c709c66dda,CACIM,CENTRO DE ANALISES CLINICAS E IMUNOLOGICAS DE MOSSORO,MOSSORO,RN,SANTO ANTONIO,59611010,RUA PEDRO VELHO,349,"",084 33238800,cacim @cacim.com.br.,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,577be1005d92fd57df825b095d60df67,MÉDICO CLÍNICO,11723.61,2502.11,2265,4.685,208,322.03,126.23,32011.114,,,,0.004,0.913,0.083,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
64715295000165,TOMO SANTOS DIAG POR IMAG,2bfdeca7b9e7920da2f0a40d2dd14ac5,MÉDICO CLÍNICO,7054.39,1508,181,4.678,209,35.24,286.3,7765.7758333333322,,,,1,,,74e7bc246d38cf207f43cd1644916f67,TOMOSANTOS,DIAGNOSTICO MEDICO POR IMAGEM,SANTOS,SP,VILA BELMIRO,11065001,AVENIDA DOUTOR BERNARDINO DE CAMPOS,47,"",(13)32338744,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
07038425000139,LABORATORIO CLEMENTINO FRAGA LTDA,4fae98e073ddc0e893e1038c4846dda1,MÉDICO CLÍNICO,1988.45,426.83,289,4.659,210,105.63,435.45,26244.212307692309,,,,1,,,2144700d6a2a36714e3a2f17208ce854,LABORATORIO CLEMENTINO FRAGA,LABORATORIO CLEMENTINO FRAGA LTDA,FORTALEZA,CE,ALDEOTA,60115170,RUA CARLOS VASCONCELOS,947,"",34667877,financeiro@llcf.com.br,CLINICA/CENTRO DE ESPECIALIDADE
00820737000150,HOSPITAL DO CORACAO DE NATAL LTDA,b9f704d143630c31a641038a6a3976be,MÉDICO CLÍNICO,5009.95,1078.7,223,4.644,211,67.81,1182.28,53566.457307692304,,,0.002,0.919,,0.079,77c679eb186bab26d5accca165515ea9,HOSPITAL DO CORACAO DE NATAL,HOSPITAL DO CORACAO DE NATAL LTDA,NATAL,RN,LAGOA NOVA,59075050,RUA AURIS COELHO,235,"",(84)40092000,direcao@hcnatal.com.br,
30538243000149,LABORATORIO BIOCLINICO S S LTDA,1ce575974b8164c38ca94ec7ccdac07d,MÉDICO CLÍNICO,2007.58,439.83,253,4.564,212,184.13,712.33,60083.090434782607,,,,0.855,,,ed8f08e2b8c393f9cd87c876f896cb58,LABORATORIO BIOCLINICO,LABORATORIO BIOCLINICO LTDA,VITORIA,ES,SANTA LUCIA,29056260,AV RIO BRANCO,310,"",(27)32255922,bioclinico@laboratoriobioclinico.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
22233557000105,HOSPITAL ILHA DO GOVERNADOR,0309d135a3099be3297b200b54ae5349,MÉDICO CLÍNICO,6187.49,1368.69,128,4.521,213,57.28,742.92,20385.750799999994,,,0.285,0.669,0.001,0.045,8d8a181d1ea18b3cc91f972013cf31ce,HOSPITAL ILHA DO GOVERNADOR,HOSPITAL ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,MONERO,21920000,ESTRADA DO DENDE,668,LT 28 PL 2040 QD,2121220755,nucleo.vigilancia@hospitalilhadogovernador.com.br,
72505415000128,CLINERP CLINICA VIDEO ENDOSC E REPROD HUMANA LTDA,2dc12527f9fa183b2e22bea7ccaec3c7,MÉDICO CLÍNICO,3719.66,917.86,171,4.053,214,79.65,855.4,36747.7812,,0,0.001,0.938,0.048,0.013,69c64566b1bfe148308488c65e0189dd,HOSPITAL CLINERP,CLINICA DE VIDEO ENDOSCOPIA E REPRODUCAO,CABO FRIO,RJ,CENTRO,28906090,RUA RAUL VEIGA,01,1 2 3 E 5 ANDAR,"","",
31601909000129,SERUM HEMATOLOGIA E HEMOTERAPIA S/C LTDA,5a1b3c13e86ff9041c17d15cbe44b3b9,MÉDICO CLÍNICO,38481.07,9676.62,294,3.977,215,31.85,286.26,9625.6537500000013,,0.075,,0.925,,,3350d4261ca1e55f3692acd4d5fde79f,SERUM HEMATOLOGIA HEMOTERAPIA CENTRO,SERUM HEMATOLOGIA E HEMOTERAPIA LTDA,RIO DE JANEIRO,RJ,CENTRO,20230010,AVENIDA MARECHAL FLORIANO,99,LOJA A TERREO,2126225391,contato@sampali.com.br,CENTRO DE ATENCAO HEMOTERAPICA E OU HEMATOLOGICA
10427478000156,HOSPITAL MERIDIONAL SAO MATEUS S.A,e80a495938666f321058507d1c376724,MÉDICO CLÍNICO,2316.96,595.3,143,3.892,216,64.33,937.31,26277.073103448274,,0,0,0.822,0.098,0.079,804ac60987dda3c6b2ecdcf4a27c5030,HOSPITAL MERIDIONAL SAO MATEUS,HOSPITAL MERIDIONAL SAO MATEUS S A,SAO MATEUS,ES,CARAPINA,29933010,RODOVIA OTHOVARINO DUARTE SANTOS,578,"",(27) 3761 4300,"",
35830868000446,UNIMED DE MACAE COOPERATIVA DE TRABALHO MEDICO,c10020c2496da74c87000f2373449839,MÉDICO CLÍNICO,4596.68,1271.82,605,3.614,217,116.67,686.95,67956.824074074073,,0,0,0.961,,0.039,eab42600063f02771698c40b6fed568d,UNIMED COSTA DO SOL HOSPITAL,UNIMED DE MACAE COOPERATIVA DE ASSISTENCIA A SAUDE,MACAE,RJ,CENTRO,27910070,RUA TENENTE CORONEL AMADO,401,"",(22) 2105-8008,diretoriahospital@costadosol.unimed.com.br,
02106150000614,CENTRO DE MEDICINA HUMANA SC LTDA,6e0b4b4660ae440bd9809748437761a0,MÉDICO CLÍNICO,4953.07,1374.18,138,3.604,218,70.69,983.17,30163.562,,0.001,0.066,0.85,0.077,0.006,a05c7cca979c263822f8d28b37a71bd7,UNIDADE MEDICA INTEGRADA UMI CMH,CENTRO DE MEDICINA HUMANA SC LTDA,CANDEIAS,BA,DISTRITO INDUSTRIAL,43813300,RODOVIA BA 522,S/N,"",7136057100/981718150,comercial@hospitalmedicinahumana.com.br,
04666863000153,HOSPITAL SANTA JULIA LTDA,379089def35fb1af5c634ef647defbc5,MÉDICO CLÍNICO,1864.41,520.12,217,3.585,219,124.38,1130.08,52160.1659375,,0.002,0.052,0.819,0.073,0.052,3013e8429162027fb7a92072c424c243,HOSPITAL SANTA JULIA,HOSPITAL SANTA JULIA LTDA,MANAUS,AM,CENTRO,69025050,AV AYRAO,507,"",(92) 2121-9090,faturamentosus@hospitalsantajulia.com.br,
58198524000119,IRMANDADE DA SANTA CASA DA MISERICORDIA DE SANTOS,8a3c75d5651753ceb04b540a5ce4bb04,MÉDICO CLÍNICO,3775.16,1066.22,333,3.541,220,47.48,700.96,29146.414193548393,,0.008,0.078,0.815,0.009,0.09,b895b992736501632b07c78cb68345d3,SANTA CASA DE SANTOS,IRMANDADE DA SANTA CASA DA MISERICORDIA DE SANTOS,SANTOS,SP,JABAQUARA,11075900,AV DOUTOR CLAUDIO LUIZ DA COSTA,50,"",(13) 3202-0600,dir.tecnica@scsantos.com.br,
70030606000155,TOMOCENTRO SAO LUCAS SC LTDA,e776785172d3b67d0f82d49921b569ef,MÉDICO CLÍNICO,10452.62,2989.73,126,3.496,221,16.76,634.34,12105.264583333334,,,,1,,,28630183209b17a6775ec4879b20edf7,TOMOCENTRO SAO LUCAS,TOMOCENTRO SAO LUCAS SS LTDA,NATAL,RN,TIROL,59020160,RUA MAXARANGUAPE,614,"",(84)2222050,"",CLINICA/CENTRO DE ESPECIALIDADE
35650324000150,CARDIODIAGNOSTICO LTDA,1e28d96574fa32993aee801407431352,MÉDICO CLÍNICO,2270.56,655.31,130,3.465,222,32.6,347.58,9412.57,,,,0.969,0,0.031,aa5ce6bf3b2e8b12878e3b9c778fc8c7,HOSPITAL WILSON ROSADO,CARDIODIAGNOSTICO LTDA,MOSSORO,RN,SANTO ANTONIO,59611010,RUA PEDRO VELHO,250,HOSP WILSON ROSADO,(84)3318-9000,hwrosado@yahoo.com.br,
13131370000100,SAO LUCAS MEDICO HOSPITALAR LTDA,cf4d76df07e7e32b1b27405a6304683d,MÉDICO CLÍNICO,3604.62,1085.85,1146,3.32,223,228.85,1331.34,277917.73125,,0.002,0.035,0.856,0.007,0.101,fee382e4e88ff4cd9a2742e5769bdd05,HOSPITAL SAO LUCAS,SAO LUCAS MEDICO HOSPITALAR S A,ARACAJU,SE,SAO JOSE,49015400,STANLEY SILVEIRA,33,"","","",
18290268000170,CASA DE SAUDE DE SANTOS,d54f6d2ea763af242cddafbd1476a68e,MÉDICO CLÍNICO,3672.87,1129.78,239,3.251,224,41.53,1091.17,42282.820714285706,,0.006,0.001,0.827,,0.167,ddc33d0ec97ef5d59ff91f6cc11f4b09,CASA DE SAUDE SANTOS,ASSOCIACAO CASA DE SAUDE DE SANTOS,SANTOS,SP,BOQUEIRAO,11050071,RUA ARMANDO SALES DE OLIVEIRA,131,"",(13) 3202-2500,contabilidade@casadesaudedesantos.com.br,
92815000000168,IRMANDADE SANTA CASA DE MISERICORDIA POA,659e3230584ba23d946aee14dbaabd01,MÉDICO CLÍNICO,3348.64,1041.75,200,3.214,225,104.48,1040.66,40437.169642857138,,0.01,0.012,0.729,0.137,0.112,90dd7db5b3ed548db1be7460b1dd2f3b,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,PORTO ALEGRE,RS,CENTRO,90020090,R PROF ANNES DIAS,295,"",(51)32148000,provedoria@santacasa.tche.br,
36572972000106,HOSPITAL GERAL PRONTOCARDIO LTDA,4b598d4ddbcb827e1209a7518e2883a9,MÉDICO CLÍNICO,4296.62,1347.24,127,3.189,226,32.83,1164.13,28242.723043478261,,,0.033,0.919,,0.048,5c8740e3416567d27a3e54478c869fd6,HOSPITAL GERAL PRONTO CARDIO,HOSPITAL GERAL PRONTO CARDIO LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010076,RUA DR LACERDA SOBRINHO,225,"",(22)2737-6060,"",
13518634000182,HOSPITAL DAS CLINICAS DE ALAGOINHAS S.A.,46ae12d5a1984517342d7d52fd684021,MÉDICO CLÍNICO,5072.03,1634.15,280,3.104,227,62.67,1013.71,57926.34178571427,,0.001,0.067,0.806,0.034,0.092,6f8927608c75fad57fa482a5de36f0d8,HCA,HOSPITAL DAS CLINICAS DE ALAGOINHAS S A,ALAGOINHAS,BA,CENTRO,48000101,RUI BARBOSA,11,"",75 34239304,hca@hca.com.br,
36578565000106,TOMOGRAFIA MACAE LTDA,22f43382ca4f1d29ce211bb71fd070eb,MÉDICO CLÍNICO,3426.17,1104.49,888,3.102,228,140.83,1510.96,188352.43114285712,,,,0.614,,0.007,e563ad3028a58e26d25e17f63516cc75,CEDI DIAGNOSTICOS,TOMOGRAFIA MACAE LTDA,MACAE,RJ,CENTRO,27910020,RUA VISCONDE DE QUISSAMA,766,SL 04,(22)27730020,llcedi@hotmail.com,CLINICA/CENTRO DE ESPECIALIDADE
86955543768,AUGUSTO CESAR SILVA SORAGE,e75c6144e5d87abd06df213ce98cdc34,MÉDICO CLÍNICO,3215.91,1086.45,129,2.96,229,21.84,267.12,2662.5499999999997,,,0.166,0.199,0.622,0.014,b83796a80e8e47ce5405140e553fc248,AUGUSTO CESAR SILVA SORAGE,AUGUSTO CESAR SILVA SORAGE,MACAE,RJ,CENTRO,27913162,RUA DOUTOR JULIO OLIVIER,440,"",(22) 2765-1747,"",CONSULTORIO ISOLADO
06047087003316,REDE D OR SAO LUIZ S.A.,581b943be425c7dbebbc09254bbbca05,MÉDICO CLÍNICO,10100.47,3473.41,130,2.908,230,61.46,1418.39,54548.76666666667,,0,0.001,0.972,,0.026,d686742c364b3f77590df902f756aad8,HOSPITAL OESTE DOR,REDE DOR SAO LUIZ S A,RIO DE JANEIRO,RJ,CAMPO GRANDE,23045160,RUA OLINDA ELLIS,93,"",2124143600,legalizacao.obras@rededor.com.br,
30590574000128,IRMANDADE DE SANTA IZABEL DE CABO FRIO,df82b29a1be0adf6368d0bcc330c4fce,MÉDICO CLÍNICO,2833.8,983.64,100,2.881,231,23.83,294.11,5600.8886956521746,,,0.227,0.748,0,0.025,75c729ac0b59983a895897a2a627acdb,HOSPITAL SANTA IZABEL,IRMANDADE DE SANTA IZABEL DE CABO FRIO,CABO FRIO,RJ,CENTRO,28906170,RUA BARAO DO RIO BRANCO,72,"",(22)26454040,administracao@hsizabel.com,
